Report Number,Date Reported,Date of Occurrence,City,Latitude,Longitude,Crime Description,Clean Category,Victim Age,Victim Gender,Weapon Used,Crime Domain,Severity,Case Closed,Date Case Closed,Crime_Hour,Crime_DayOfWeek,Crime_Month,Is_Weekend,Weapon_Risk,Lat_Round,Lon_Round,Area_Crime_Count,Area_Avg_Severity,Risk_Score,Hotspot_Level,Crime_Time_Period
38351,2024-05-19 03:00,2024-05-16 22:00:00,Bangalore,12.9716,77.5946,SEXUAL ASSAULT,Assault,67,M,Explosives,Violent Crime,5,No,,22,Thursday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Night
38352,2024-05-19 20:00,2024-05-16 23:00:00,Visakhapatnam,17.6868,83.2185,FRAUD,Other,54,M,Other,Other Crime,1,Yes,2024-07-07 20:00,23,Thursday,5,0,2.0,17.687,83.218,728.0,2.342032967032967,292.30260989010986,High,Night
38353,2024-05-18 20:00,2024-05-17 00:00:00,Nagpur,21.1458,79.0882,EXTORTION,Other,59,F,Other,Other Crime,1,No,,0,Friday,5,0,2.0,21.146,79.088,1053.0,2.375118708452042,422.3125356125356,High,Night
38354,2024-05-17 10:00,2024-05-17 01:00:00,Ahmedabad,23.0225,72.5714,BURGLARY,Burglary,55,M,Knife,Other Crime,3,Yes,2024-06-27 10:00,1,Friday,5,0,3.0,23.022,72.571,1817.0,2.4446890478811225,728.1334067143645,High,Night
38355,2024-05-18 15:00,2024-05-17 02:00:00,Vasai,,,TRAFFIC VIOLATION,Other,23,F,,Traffic Fatality,1,No,,2,Friday,5,0,2.0,,,,,,,Night
38356,2024-05-18 05:00,2024-05-17 03:00:00,Visakhapatnam,17.6868,83.2185,SEXUAL ASSAULT,Assault,15,F,,Violent Crime,5,No,,3,Friday,5,0,2.0,17.687,83.218,728.0,2.342032967032967,292.30260989010986,High,Night
38357,2024-05-19 22:00,2024-05-17 04:00:00,Hyderabad,17.385,78.4867,VEHICLE - STOLEN,Other,51,F,Blunt Object,Violent Crime,5,No,,4,Friday,5,0,3.0,17.385,78.487,2881.0,2.393960430406109,1153.718188129122,,Night
38358,2024-05-17 21:00,2024-05-17 05:00:00,Chennai,13.0827,80.2707,ASSAULT,Assault,38,F,Knife,Violent Crime,5,No,,5,Friday,5,0,3.0,13.083,80.271,2493.0,2.4091456077015643,998.5227436823104,High,Morning
38359,2024-05-17 09:00,2024-05-17 06:00:00,Rajkot,,,SHOPLIFTING,Other,50,F,Firearm,Other Crime,1,Yes,2024-07-16 09:00,6,Friday,5,0,5.0,,,,,,,Morning
38360,2024-05-19 22:00,2024-05-17 07:00:00,Kolkata,22.5726,88.3639,PUBLIC INTOXICATION,Other,42,F,Other,Other Crime,1,Yes,2024-06-10 22:00,7,Friday,5,0,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.3100873709292,,Morning
38361,2024-05-18 14:00,2024-05-17 08:00:00,Mumbai,19.076,72.8777,ARSON,Other,40,F,Knife,Fire Accident,1,No,,8,Friday,5,0,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.318980747452,,Morning
38362,2024-05-17 19:00,2024-05-17 09:00:00,Hyderabad,17.385,78.4867,CYBERCRIME,Other,35,F,Firearm,Other Crime,1,Yes,2024-05-25 19:00,9,Friday,5,0,5.0,17.385,78.487,2881.0,2.393960430406109,1154.118188129122,,Morning
38363,2024-05-18 00:00,2024-05-17 10:00:00,Nagpur,21.1458,79.0882,CYBERCRIME,Other,58,F,Poison,Other Crime,1,No,,10,Friday,5,0,2.0,21.146,79.088,1053.0,2.375118708452042,422.3125356125356,High,Morning
38364,2024-05-18 12:00,2024-05-17 11:00:00,Meerut,28.9845,77.7064,KIDNAPPING,Kidnapping,19,F,Knife,Other Crime,4,No,,11,Friday,5,0,3.0,28.984,77.706,395.0,2.551898734177215,159.36556962025315,High,Morning
38365,2024-05-19 22:00,2024-05-17 12:00:00,Bangalore,12.9716,77.5946,HOMICIDE,Homicide,21,F,Firearm,Other Crime,5,No,,12,Friday,5,0,5.0,12.972,77.595,3588.0,2.38015607580825,1436.9140468227424,,Afternoon
38366,2024-05-19 00:00,2024-05-17 13:00:00,Kanpur,26.4499,80.3319,COUNTERFEITING,Other,10,F,Firearm,Other Crime,1,Yes,2024-06-29 00:00,13,Friday,5,0,5.0,26.45,80.332,1112.0,2.372302158273381,446.511690647482,High,Afternoon
38367,2024-05-20 04:00,2024-05-17 14:00:00,Pune,18.5204,73.8567,CYBERCRIME,Other,27,F,Blunt Object,Other Crime,1,No,,14,Friday,5,0,3.0,18.52,73.857,2212.0,2.3589511754068715,886.1076853526222,High,Afternoon
38368,2024-05-17 19:00,2024-05-17 15:00:00,Mumbai,19.076,72.8777,FRAUD,Other,14,F,Explosives,Other Crime,1,No,,15,Friday,5,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Afternoon
38369,2024-05-19 02:00,2024-05-17 16:00:00,Mumbai,19.076,72.8777,CYBERCRIME,Other,57,F,,Other Crime,1,No,,16,Friday,5,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Afternoon
38370,2024-05-18 12:00,2024-05-17 17:00:00,Indore,,,DOMESTIC VIOLENCE,Other,48,F,Blunt Object,Violent Crime,5,Yes,2024-06-29 12:00,17,Friday,5,0,3.0,,,,,,,Evening
38371,2024-05-18 14:00,2024-05-17 18:00:00,Agra,,,CYBERCRIME,Other,17,F,Firearm,Other Crime,1,Yes,2024-07-18 14:00,18,Friday,5,0,5.0,,,,,,,Evening
38372,2024-05-18 15:00,2024-05-17 19:00:00,Nagpur,21.1458,79.0882,CYBERCRIME,Other,13,F,,Other Crime,1,Yes,2024-07-27 15:00,19,Friday,5,0,2.0,21.146,79.088,1053.0,2.375118708452042,422.3125356125356,High,Evening
38373,2024-05-18 05:00,2024-05-17 20:00:00,Jaipur,26.9124,75.7873,ARSON,Other,75,F,Blunt Object,Fire Accident,1,No,,20,Friday,5,0,3.0,26.912,75.787,1479.0,2.310344827586207,592.893103448276,High,Evening
38374,2024-05-20 16:00,2024-05-17 21:00:00,Pune,18.5204,73.8567,SHOPLIFTING,Other,76,M,Explosives,Other Crime,1,Yes,2024-06-19 16:00,21,Friday,5,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Night
38375,2024-05-18 06:00,2024-05-17 22:00:00,Mumbai,19.076,72.8777,ASSAULT,Assault,46,F,Other,Violent Crime,5,Yes,2024-05-26 06:00,22,Friday,5,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Night
38376,2024-05-18 21:00,2024-05-17 23:00:00,Meerut,28.9845,77.7064,VEHICLE - STOLEN,Other,62,F,Poison,Violent Crime,5,Yes,2024-08-09 21:00,23,Friday,5,0,2.0,28.984,77.706,395.0,2.551898734177215,159.16556962025317,High,Night
38377,2024-05-19 21:00,2024-05-18 00:00:00,Kanpur,26.4499,80.3319,COUNTERFEITING,Other,53,M,Other,Other Crime,1,No,,0,Saturday,5,1,2.0,26.45,80.332,1112.0,2.372302158273381,446.011690647482,High,Night
38378,2024-05-19 20:00,2024-05-18 01:00:00,Ahmedabad,23.0225,72.5714,ARSON,Other,21,F,,Fire Accident,1,Yes,2024-07-17 20:00,1,Saturday,5,1,2.0,23.022,72.571,1817.0,2.4446890478811225,728.0334067143644,High,Night
38379,2024-05-18 04:00,2024-05-18 02:00:00,Vasai,,,SEXUAL ASSAULT,Assault,13,F,Firearm,Violent Crime,5,Yes,2025-04-16 04:00,2,Saturday,5,1,5.0,,,,,,,Night
38380,2024-05-20 18:00,2024-05-18 03:00:00,Surat,21.1702,72.8311,CYBERCRIME,Other,64,F,Explosives,Other Crime,1,Yes,2024-07-04 18:00,3,Saturday,5,1,2.0,21.17,72.831,1111.0,2.2997299729973,445.5899189918992,High,Night
38381,2024-05-20 13:00,2024-05-18 04:00:00,Kanpur,26.4499,80.3319,PUBLIC INTOXICATION,Other,79,M,Other,Other Crime,1,No,,4,Saturday,5,1,2.0,26.45,80.332,1112.0,2.372302158273381,446.011690647482,High,Night
38382,2024-05-18 10:00,2024-05-18 05:00:00,Jaipur,26.9124,75.7873,BURGLARY,Burglary,43,F,Poison,Other Crime,3,No,,5,Saturday,5,1,2.0,26.912,75.787,1479.0,2.310344827586207,592.7931034482759,High,Morning
38383,2024-05-20 11:00,2024-05-18 06:00:00,Bangalore,12.9716,77.5946,HOMICIDE,Homicide,19,F,,Other Crime,5,No,,6,Saturday,5,1,2.0,12.972,77.595,3588.0,2.38015607580825,1436.4140468227424,,Morning
38384,2024-05-19 14:00,2024-05-18 07:00:00,Mumbai,19.076,72.8777,DOMESTIC VIOLENCE,Other,11,M,,Violent Crime,5,Yes,2024-07-09 14:00,7,Saturday,5,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Morning
38385,2024-05-20 03:00,2024-05-18 08:00:00,Hyderabad,17.385,78.4867,ILLEGAL POSSESSION,Other,38,M,,Other Crime,1,Yes,2024-07-14 03:00,8,Saturday,5,1,2.0,17.385,78.487,2881.0,2.393960430406109,1153.618188129122,,Morning
38386,2024-05-20 19:00,2024-05-18 09:00:00,Pune,18.5204,73.8567,VANDALISM,Vandalism,25,F,Blunt Object,Other Crime,2,Yes,2024-06-11 19:00,9,Saturday,5,1,3.0,18.52,73.857,2212.0,2.3589511754068715,886.2076853526222,High,Morning
38387,2024-05-18 21:00,2024-05-18 10:00:00,Patna,25.5941,85.1376,IDENTITY THEFT,Identity Theft,66,M,Other,Violent Crime,2,Yes,2024-06-12 21:00,10,Saturday,5,1,2.0,25.594,85.138,695.0,2.3884892086330933,279.2165467625899,High,Morning
38388,2024-05-21 06:00,2024-05-18 11:00:00,Mumbai,19.076,72.8777,FIREARM OFFENSE,Other,78,M,Other,Fire Accident,1,No,,11,Saturday,5,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Morning
38389,2024-05-21 08:00,2024-05-18 12:00:00,Jaipur,26.9124,75.7873,FRAUD,Other,27,F,Knife,Other Crime,1,No,,12,Saturday,5,1,3.0,26.912,75.787,1479.0,2.310344827586207,592.993103448276,High,Afternoon
38390,2024-05-21 01:00,2024-05-18 13:00:00,Bhopal,23.2599,77.4126,SEXUAL ASSAULT,Assault,29,M,Poison,Violent Crime,5,Yes,2025-01-11 01:00,13,Saturday,5,1,2.0,23.26,77.413,690.0,2.408695652173913,277.2226086956522,High,Afternoon
38391,2024-05-21 08:00,2024-05-18 14:00:00,Delhi,28.7041,77.1025,SEXUAL ASSAULT,Assault,66,F,,Violent Crime,5,No,,14,Saturday,5,1,2.0,28.704,77.102,5400.0,2.385925925925926,2161.215777777778,,Afternoon
38392,2024-05-20 22:00,2024-05-18 15:00:00,Jaipur,26.9124,75.7873,DOMESTIC VIOLENCE,Other,78,F,Knife,Violent Crime,5,No,,15,Saturday,5,1,3.0,26.912,75.787,1479.0,2.310344827586207,592.993103448276,High,Afternoon
38393,2024-05-20 14:00,2024-05-18 16:00:00,Mumbai,19.076,72.8777,PUBLIC INTOXICATION,Other,19,M,Poison,Other Crime,1,No,,16,Saturday,5,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Afternoon
38394,2024-05-18 20:00,2024-05-18 17:00:00,Bangalore,12.9716,77.5946,EXTORTION,Other,76,F,Poison,Other Crime,1,Yes,2024-08-12 20:00,17,Saturday,5,1,2.0,12.972,77.595,3588.0,2.38015607580825,1436.4140468227424,,Evening
38395,2024-05-21 10:00,2024-05-18 18:00:00,Jaipur,26.9124,75.7873,ASSAULT,Assault,48,F,Firearm,Violent Crime,5,Yes,2024-06-26 10:00,18,Saturday,5,1,5.0,26.912,75.787,1479.0,2.310344827586207,593.393103448276,High,Evening
38396,2024-05-20 12:00,2024-05-18 19:00:00,Delhi,28.7041,77.1025,KIDNAPPING,Kidnapping,26,F,Poison,Other Crime,4,Yes,2024-07-16 12:00,19,Saturday,5,1,2.0,28.704,77.102,5400.0,2.385925925925926,2161.215777777778,,Evening
38397,2024-05-20 01:00,2024-05-18 20:00:00,Mumbai,19.076,72.8777,FRAUD,Other,32,F,Poison,Other Crime,1,No,,20,Saturday,5,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Evening
38398,2024-05-21 07:00,2024-05-18 21:00:00,Mumbai,19.076,72.8777,ARSON,Other,35,M,,Fire Accident,1,Yes,2024-08-07 07:00,21,Saturday,5,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Night
38399,2024-05-20 09:00,2024-05-18 22:00:00,Kanpur,26.4499,80.3319,SEXUAL ASSAULT,Assault,68,F,Poison,Violent Crime,5,No,,22,Saturday,5,1,2.0,26.45,80.332,1112.0,2.372302158273381,446.011690647482,High,Night
38400,2024-05-21 12:00,2024-05-18 23:00:00,Hyderabad,17.385,78.4867,ROBBERY,Robbery,11,F,Poison,Violent Crime,3,No,,23,Saturday,5,1,2.0,17.385,78.487,2881.0,2.393960430406109,1153.618188129122,,Night
38401,2024-05-21 10:00,2024-05-19 00:00:00,Kolkata,22.5726,88.3639,TRAFFIC VIOLATION,Other,68,F,,Traffic Fatality,1,Yes,2024-06-17 10:00,0,Sunday,5,1,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.4100873709292,,Night
38402,2024-05-19 17:00,2024-05-19 01:00:00,Ghaziabad,28.6692,77.4538,VEHICLE - STOLEN,Other,31,F,Firearm,Violent Crime,5,Yes,2024-06-11 17:00,1,Sunday,5,1,5.0,28.669,77.454,704.0,2.375,283.4125,High,Night
38403,2024-05-19 07:00,2024-05-19 02:00:00,Ahmedabad,23.0225,72.5714,BURGLARY,Burglary,49,M,Blunt Object,Other Crime,3,No,,2,Sunday,5,1,3.0,23.022,72.571,1817.0,2.4446890478811225,728.2334067143645,High,Night
38404,2024-05-21 17:00,2024-05-19 03:00:00,Kolkata,22.5726,88.3639,SEXUAL ASSAULT,Assault,62,M,,Violent Crime,5,Yes,2025-10-06 17:00,3,Sunday,5,1,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.4100873709292,,Night
38405,2024-05-19 08:00,2024-05-19 04:00:00,Bangalore,12.9716,77.5946,ASSAULT,Assault,52,F,Knife,Violent Crime,5,No,,4,Sunday,5,1,3.0,12.972,77.595,3588.0,2.38015607580825,1436.6140468227422,,Night
38406,2024-05-21 10:00,2024-05-19 05:00:00,Delhi,28.7041,77.1025,SEXUAL ASSAULT,Assault,51,F,Blunt Object,Violent Crime,5,No,,5,Sunday,5,1,3.0,28.704,77.102,5400.0,2.385925925925926,2161.4157777777777,,Morning
38407,2024-05-20 23:00,2024-05-19 06:00:00,Pune,18.5204,73.8567,ROBBERY,Robbery,65,F,Other,Violent Crime,3,No,,6,Sunday,5,1,2.0,18.52,73.857,2212.0,2.3589511754068715,886.0076853526222,High,Morning
38408,2024-05-21 23:00,2024-05-19 07:00:00,Pune,18.5204,73.8567,ASSAULT,Assault,29,M,Blunt Object,Violent Crime,5,No,,7,Sunday,5,1,3.0,18.52,73.857,2212.0,2.3589511754068715,886.2076853526222,High,Morning
38409,2024-05-19 16:00,2024-05-19 08:00:00,Thane,,,TRAFFIC VIOLATION,Other,35,F,,Traffic Fatality,1,Yes,2024-05-28 16:00,8,Sunday,5,1,2.0,,,,,,,Morning
38410,2024-05-21 06:00,2024-05-19 09:00:00,Meerut,28.9845,77.7064,ROBBERY,Robbery,20,M,Blunt Object,Violent Crime,3,Yes,2024-09-30 06:00,9,Sunday,5,1,3.0,28.984,77.706,395.0,2.551898734177215,159.46556962025315,High,Morning
38411,2024-05-20 05:00,2024-05-19 10:00:00,Rajkot,,,ASSAULT,Assault,43,F,Blunt Object,Violent Crime,5,No,,10,Sunday,5,1,3.0,,,,,,,Morning
38412,2024-05-19 19:00,2024-05-19 11:00:00,Surat,21.1702,72.8311,HOMICIDE,Homicide,22,F,Firearm,Other Crime,5,No,,11,Sunday,5,1,5.0,21.17,72.831,1111.0,2.2997299729973,446.1899189918992,High,Morning
38413,2024-05-21 05:00,2024-05-19 12:00:00,Meerut,28.9845,77.7064,DRUG OFFENSE,Other,25,M,Knife,Other Crime,1,Yes,2024-07-03 05:00,12,Sunday,5,1,3.0,28.984,77.706,395.0,2.551898734177215,159.46556962025315,High,Afternoon
38414,2024-05-19 18:00,2024-05-19 13:00:00,Delhi,28.7041,77.1025,KIDNAPPING,Kidnapping,58,M,Firearm,Other Crime,4,No,,13,Sunday,5,1,5.0,28.704,77.102,5400.0,2.385925925925926,2161.815777777778,,Afternoon
38415,2024-05-20 14:00,2024-05-19 14:00:00,Nashik,,,BURGLARY,Burglary,62,F,Poison,Other Crime,3,No,,14,Sunday,5,1,2.0,,,,,,,Afternoon
38416,2024-05-20 06:00,2024-05-19 15:00:00,Patna,25.5941,85.1376,TRAFFIC VIOLATION,Other,62,F,Blunt Object,Traffic Fatality,1,Yes,2024-05-23 06:00,15,Sunday,5,1,3.0,25.594,85.138,695.0,2.3884892086330933,279.41654676259,High,Afternoon
38417,2024-05-21 16:00,2024-05-19 16:00:00,Nagpur,21.1458,79.0882,PUBLIC INTOXICATION,Other,40,F,Firearm,Other Crime,1,Yes,2024-06-11 16:00,16,Sunday,5,1,5.0,21.146,79.088,1053.0,2.375118708452042,423.01253561253566,High,Afternoon
38418,2024-05-20 19:00,2024-05-19 17:00:00,Ludhiana,30.9,75.8573,VEHICLE - STOLEN,Other,44,F,Other,Violent Crime,5,No,,17,Sunday,5,1,2.0,30.9,75.857,761.0,2.3955321944809462,305.6186596583443,High,Evening
38419,2024-05-21 18:00,2024-05-19 18:00:00,Kolkata,22.5726,88.3639,ILLEGAL POSSESSION,Other,11,M,Firearm,Other Crime,1,Yes,2024-08-08 18:00,18,Sunday,5,1,5.0,22.573,88.364,2518.0,2.3669579030976964,1009.0100873709292,,Evening
38420,2024-05-21 15:00,2024-05-19 19:00:00,Ahmedabad,23.0225,72.5714,ASSAULT,Assault,17,F,Blunt Object,Violent Crime,5,No,,19,Sunday,5,1,3.0,23.022,72.571,1817.0,2.4446890478811225,728.2334067143645,High,Evening
38421,2024-05-21 18:00,2024-05-19 20:00:00,Mumbai,19.076,72.8777,EXTORTION,Other,72,F,Knife,Other Crime,1,No,,20,Sunday,5,1,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.4189807474518,,Evening
38422,2024-05-21 16:00,2024-05-19 21:00:00,Jaipur,26.9124,75.7873,IDENTITY THEFT,Identity Theft,35,F,Knife,Violent Crime,2,Yes,2024-07-19 16:00,21,Sunday,5,1,3.0,26.912,75.787,1479.0,2.310344827586207,592.993103448276,High,Night
38423,2024-05-22 11:00,2024-05-19 22:00:00,Bangalore,12.9716,77.5946,COUNTERFEITING,Other,10,F,Poison,Other Crime,1,Yes,2024-06-17 11:00,22,Sunday,5,1,2.0,12.972,77.595,3588.0,2.38015607580825,1436.4140468227424,,Night
38424,2024-05-20 18:00,2024-05-19 23:00:00,Mumbai,19.076,72.8777,ILLEGAL POSSESSION,Other,10,M,Blunt Object,Other Crime,1,Yes,2024-08-17 18:00,23,Sunday,5,1,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.4189807474518,,Night
38425,2024-05-22 05:00,2024-05-20 00:00:00,Chennai,13.0827,80.2707,SEXUAL ASSAULT,Assault,34,M,,Violent Crime,5,No,,0,Monday,5,0,2.0,13.083,80.271,2493.0,2.4091456077015643,998.3227436823104,High,Night
38426,2024-05-22 07:00,2024-05-20 01:00:00,Bangalore,12.9716,77.5946,ILLEGAL POSSESSION,Other,66,M,Firearm,Other Crime,1,No,,1,Monday,5,0,5.0,12.972,77.595,3588.0,2.38015607580825,1436.9140468227424,,Night
38427,2024-05-21 13:00,2024-05-20 02:00:00,Mumbai,19.076,72.8777,IDENTITY THEFT,Identity Theft,40,F,Knife,Violent Crime,2,Yes,2024-06-29 13:00,2,Monday,5,0,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.318980747452,,Night
38428,2024-05-22 21:00,2024-05-20 03:00:00,Kanpur,26.4499,80.3319,SEXUAL ASSAULT,Assault,32,M,Explosives,Violent Crime,5,Yes,2025-02-08 21:00,3,Monday,5,0,2.0,26.45,80.332,1112.0,2.372302158273381,445.911690647482,High,Night
38429,2024-05-22 07:00,2024-05-20 04:00:00,Ludhiana,30.9,75.8573,SHOPLIFTING,Other,57,F,Knife,Other Crime,1,No,,4,Monday,5,0,3.0,30.9,75.857,761.0,2.3955321944809462,305.71865965834434,High,Night
38430,2024-05-21 11:00,2024-05-20 05:00:00,Hyderabad,17.385,78.4867,ASSAULT,Assault,71,M,Other,Violent Crime,5,Yes,2024-07-26 11:00,5,Monday,5,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Morning
38431,2024-05-21 18:00,2024-05-20 06:00:00,Kanpur,26.4499,80.3319,ILLEGAL POSSESSION,Other,41,F,Explosives,Other Crime,1,Yes,2024-07-28 18:00,6,Monday,5,0,2.0,26.45,80.332,1112.0,2.372302158273381,445.911690647482,High,Morning
38432,2024-05-20 22:00,2024-05-20 07:00:00,Ahmedabad,23.0225,72.5714,ASSAULT,Assault,72,M,Blunt Object,Violent Crime,5,Yes,2024-07-05 22:00,7,Monday,5,0,3.0,23.022,72.571,1817.0,2.4446890478811225,728.1334067143645,High,Morning
38433,2024-05-21 14:00,2024-05-20 08:00:00,Hyderabad,17.385,78.4867,VANDALISM,Vandalism,41,M,Blunt Object,Other Crime,2,Yes,2024-08-12 14:00,8,Monday,5,0,3.0,17.385,78.487,2881.0,2.393960430406109,1153.718188129122,,Morning
38434,2024-05-21 12:00,2024-05-20 09:00:00,Nagpur,21.1458,79.0882,SEXUAL ASSAULT,Assault,26,M,Explosives,Violent Crime,5,No,,9,Monday,5,0,2.0,21.146,79.088,1053.0,2.375118708452042,422.3125356125356,High,Morning
38435,2024-05-22 01:00,2024-05-20 10:00:00,Srinagar,,,FRAUD,Other,40,M,Knife,Other Crime,1,No,,10,Monday,5,0,3.0,,,,,,,Morning
38436,2024-05-23 02:00,2024-05-20 11:00:00,Kolkata,22.5726,88.3639,KIDNAPPING,Kidnapping,12,F,Other,Other Crime,4,No,,11,Monday,5,0,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.3100873709292,,Morning
38437,2024-05-21 09:00,2024-05-20 12:00:00,Chennai,13.0827,80.2707,FRAUD,Other,12,F,,Other Crime,1,No,,12,Monday,5,0,2.0,13.083,80.271,2493.0,2.4091456077015643,998.3227436823104,High,Afternoon
38438,2024-05-21 22:00,2024-05-20 13:00:00,Mumbai,19.076,72.8777,FRAUD,Other,67,F,Blunt Object,Other Crime,1,Yes,2024-08-09 22:00,13,Monday,5,0,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.318980747452,,Afternoon
38439,2024-05-22 00:00,2024-05-20 14:00:00,Rajkot,,,PUBLIC INTOXICATION,Other,77,F,,Other Crime,1,No,,14,Monday,5,0,2.0,,,,,,,Afternoon
38440,2024-05-20 18:00,2024-05-20 15:00:00,Mumbai,19.076,72.8777,ASSAULT,Assault,69,F,,Violent Crime,5,No,,15,Monday,5,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Afternoon
38441,2024-05-21 09:00,2024-05-20 16:00:00,Hyderabad,17.385,78.4867,TRAFFIC VIOLATION,Other,63,F,Knife,Traffic Fatality,1,Yes,2024-06-11 09:00,16,Monday,5,0,3.0,17.385,78.487,2881.0,2.393960430406109,1153.718188129122,,Afternoon
38442,2024-05-21 05:00,2024-05-20 17:00:00,Ludhiana,30.9,75.8573,EXTORTION,Other,30,F,Firearm,Other Crime,1,No,,17,Monday,5,0,5.0,30.9,75.857,761.0,2.3955321944809462,306.1186596583443,High,Evening
38443,2024-05-21 23:00,2024-05-20 18:00:00,Lucknow,26.8467,80.9462,SEXUAL ASSAULT,Assault,13,M,Knife,Violent Crime,5,No,,18,Monday,5,0,3.0,26.847,80.946,1456.0,2.3777472527472527,583.7133241758241,High,Evening
38444,2024-05-22 01:00,2024-05-20 19:00:00,Varanasi,25.3176,82.9739,CYBERCRIME,Other,30,F,Poison,Other Crime,1,Yes,2024-07-31 01:00,19,Monday,5,0,2.0,25.318,82.974,355.0,2.309859154929577,143.09295774647887,High,Evening
38445,2024-05-23 08:00,2024-05-20 20:00:00,Nashik,,,HOMICIDE,Homicide,54,F,Blunt Object,Other Crime,5,No,,20,Monday,5,0,3.0,,,,,,,Evening
38446,2024-05-23 04:00,2024-05-20 21:00:00,Delhi,28.7041,77.1025,VANDALISM,Vandalism,30,F,Firearm,Other Crime,2,Yes,2024-06-11 04:00,21,Monday,5,0,5.0,28.704,77.102,5400.0,2.385925925925926,2161.715777777778,,Night
38447,2024-05-23 15:00,2024-05-20 22:00:00,Bangalore,12.9716,77.5946,ASSAULT,Assault,23,M,Firearm,Violent Crime,5,Yes,2024-07-14 15:00,22,Monday,5,0,5.0,12.972,77.595,3588.0,2.38015607580825,1436.9140468227424,,Night
38448,2024-05-21 09:00,2024-05-20 23:00:00,Pune,18.5204,73.8567,DRUG OFFENSE,Other,72,F,Poison,Other Crime,1,Yes,2024-06-30 09:00,23,Monday,5,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Night
38449,2024-05-22 15:00,2024-05-21 00:00:00,Delhi,28.7041,77.1025,IDENTITY THEFT,Identity Theft,44,F,Blunt Object,Violent Crime,2,Yes,2024-07-23 15:00,0,Tuesday,5,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Night
38450,2024-05-23 11:00,2024-05-21 01:00:00,Delhi,28.7041,77.1025,DOMESTIC VIOLENCE,Other,66,F,Blunt Object,Violent Crime,5,Yes,2024-07-13 11:00,1,Tuesday,5,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Night
38451,2024-05-21 09:00,2024-05-21 02:00:00,Lucknow,26.8467,80.9462,VANDALISM,Vandalism,69,F,Firearm,Other Crime,2,No,,2,Tuesday,5,0,5.0,26.847,80.946,1456.0,2.3777472527472527,584.1133241758241,High,Night
38452,2024-05-21 19:00,2024-05-21 03:00:00,Bangalore,12.9716,77.5946,ROBBERY,Robbery,18,F,Explosives,Violent Crime,3,Yes,2024-10-28 19:00,3,Tuesday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Night
38453,2024-05-21 05:00,2024-05-21 04:00:00,Hyderabad,17.385,78.4867,PUBLIC INTOXICATION,Other,64,F,Explosives,Other Crime,1,No,,4,Tuesday,5,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Night
38454,2024-05-22 00:00,2024-05-21 05:00:00,Ludhiana,30.9,75.8573,BURGLARY,Burglary,54,F,Other,Other Crime,3,No,,5,Tuesday,5,0,2.0,30.9,75.857,761.0,2.3955321944809462,305.5186596583443,High,Morning
38455,2024-05-23 18:00,2024-05-21 06:00:00,Kolkata,22.5726,88.3639,BURGLARY,Burglary,49,F,Explosives,Other Crime,3,No,,6,Tuesday,5,0,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.3100873709292,,Morning
38456,2024-05-21 11:00,2024-05-21 07:00:00,Hyderabad,17.385,78.4867,PUBLIC INTOXICATION,Other,70,M,Firearm,Other Crime,1,No,,7,Tuesday,5,0,5.0,17.385,78.487,2881.0,2.393960430406109,1154.118188129122,,Morning
38457,2024-05-22 21:00,2024-05-21 08:00:00,Bangalore,12.9716,77.5946,SEXUAL ASSAULT,Assault,73,F,Explosives,Violent Crime,5,No,,8,Tuesday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Morning
